Index	Kernel	sm__throughput.avg.pct_of_peak_sustained_elapsed	gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed	l1tex__throughput.avg.pct_of_peak_sustained_active	lts__throughput.avg.pct_of_peak_sustained_elapsed	gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed	sm__issue_active.avg.pct_of_peak_sustained_elapsed	sm__inst_executed.avg.pct_of_peak_sustained_elapsed	sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_elapsed	sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_elapsed	sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_elapsed	sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_elapsed	sm__mio2rf_writeback_active.avg.pct_of_peak_sustained_elapsed	sm__inst_executed_pipe_fp16.avg.pct_of_peak_sustained_elapsed	sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_elapsed	sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_elapsed	sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed	sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed	gpc__cycles_elapsed.max
293	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.36	80.89	56.78	47.46	80.89	13.43	13.43	6.13	4.23	2.73	13.65	4.65	0.0	4.36	16.36	16.36	0.0	300660.0
294	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.38	83.49	51.87	44.54	83.49	1.62	1.62	0.29	1.03	1.77	0.59	1.48	0.0	0.0	1.18	1.18	0.0	279294.0
295	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.08	87.98	44.32	43.93	87.98	1.49	1.49	0.23	1.03	1.83	0.46	2.08	0.0	0.0	0.91	0.91	0.0	359484.0
296	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.46	81.12	57.12	47.49	81.12	13.51	13.51	6.17	4.25	2.74	13.73	4.67	0.0	4.39	16.46	16.46	0.0	299643.0
297	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.38	83.66	51.78	44.76	83.66	1.62	1.62	0.29	1.03	1.76	0.59	1.47	0.0	0.0	1.17	1.17	0.0	279066.0
298	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.08	88.2	44.21	44.1	88.2	1.48	1.48	0.23	1.03	1.82	0.46	2.08	0.0	0.0	0.91	0.91	0.0	359820.0
299	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.57	81.64	57.5	47.73	81.64	13.6	13.6	6.21	4.28	2.76	13.82	4.71	0.0	4.42	16.57	16.57	0.0	297654.0
300	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.36	82.82	51.24	44.22	82.82	1.6	1.6	0.29	1.02	1.74	0.58	1.46	0.0	0.0	1.16	1.16	0.0	281971.0
301	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.08	88.01	44.32	43.86	88.01	1.49	1.49	0.23	1.03	1.83	0.46	2.08	0.0	0.0	0.91	0.91	0.0	359697.0
302	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.47	81.61	57.15	47.71	81.61	13.52	13.52	6.17	4.25	2.74	13.74	4.68	0.0	4.39	16.47	16.47	0.0	298724.0
303	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.39	84.05	52.0	44.84	84.05	1.62	1.62	0.29	1.03	1.77	0.59	1.48	0.0	0.0	1.18	1.18	0.0	277832.0
304	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.08	88.18	44.19	44.07	88.18	1.48	1.48	0.23	1.03	1.82	0.46	2.08	0.0	0.0	0.91	0.91	0.0	359553.0
305	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.53	81.5	57.37	47.65	81.5	13.57	13.57	6.2	4.27	2.76	13.8	4.7	0.0	4.41	16.53	16.53	0.0	298094.0
306	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.37	82.92	51.59	44.27	82.92	1.61	1.61	0.29	1.02	1.76	0.59	1.47	0.0	0.0	1.17	1.17	0.0	280686.0
307	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.06	87.21	43.77	43.63	87.21	1.47	1.47	0.23	1.02	1.81	0.45	2.06	0.0	0.0	0.9	0.9	0.0	363162.0
308	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.33	80.85	56.68	47.41	80.85	13.41	13.4	6.12	4.22	2.72	13.63	4.64	0.0	4.35	16.33	16.33	0.0	301192.0
309	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.4	83.63	52.1	44.73	83.63	1.63	1.63	0.3	1.03	1.77	0.59	1.48	0.0	0.0	1.18	1.18	0.0	278028.0
310	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.08	88.43	44.18	44.06	88.43	1.48	1.48	0.23	1.03	1.82	0.46	2.08	0.0	0.0	0.91	0.91	0.0	359586.0
311	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.53	81.39	57.39	47.68	81.39	13.57	13.57	6.2	4.27	2.76	13.8	4.7	0.0	4.41	16.53	16.53	0.0	298266.0
312	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.41	83.96	52.34	44.93	83.96	1.64	1.63	0.3	1.04	1.78	0.59	1.49	0.0	0.0	1.19	1.19	0.0	276741.0
313	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.07	88.02	44.06	43.99	88.02	1.48	1.48	0.23	1.02	1.82	0.45	2.07	0.0	0.0	0.91	0.91	0.0	360897.0
314	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.26	80.46	56.44	47.18	80.46	13.35	13.35	6.1	4.2	2.71	13.57	4.62	0.0	4.34	16.26	16.26	0.0	302482.0
315	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.38	83.75	51.86	44.75	83.75	1.62	1.62	0.29	1.03	1.77	0.59	1.48	0.0	0.0	1.18	1.18	0.0	278656.0
316	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.07	88.14	44.09	43.97	88.14	1.48	1.48	0.23	1.02	1.82	0.45	2.07	0.0	0.0	0.91	0.91	0.0	360460.0
317	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.41	81.19	56.96	47.58	81.19	13.48	13.47	6.15	4.24	2.74	13.7	4.66	0.0	4.38	16.41	16.41	0.0	299692.0
318	void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2.39	84.01	51.98	44.88	84.01	1.62	1.62	0.29	1.03	1.77	0.59	1.48	0.0	0.0	1.18	1.18	0.0	278074.0
319	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<double, double, double, at::native::MulFunctor<double>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.07	87.83	44.01	43.82	87.83	1.48	1.48	0.23	1.02	1.82	0.45	2.07	0.0	0.0	0.91	0.91	0.0	360945.0
320	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.5	81.69	57.26	47.81	81.69	13.55	13.54	6.19	4.26	2.75	13.77	4.69	0.0	4.4	16.5	16.5	0.0	298175.0
321	void splitKreduce_kernel<float, float, float>(cublasSplitKParams<T3>, const T1 *, const T2 *, T2 *, const T3 *, const T3 *)	7.96	21.88	9.27	9.44	21.88	7.37	7.13	7.96	3.21	2.65	0.44	0.99	0.0	1.33	0.0	0.0	0.0	5432.0
322	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	0.02	0.17	17.82	0.17	0.11	0.02	0.02	0.01	0.01	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.0	2830.0
323	void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)	0.01	0.19	28.74	0.19	0.01	0.01	0.01	0.01	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2315.0
324	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	30.39	65.53	39.9	42.18	65.53	29.95	29.89	13.95	30.39	3.99	1.99	2.99	0.0	15.94	0.0	0.0	0.0	9646.0
325	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	30.3	65.48	39.78	42.11	65.48	29.87	29.81	13.91	30.3	3.97	1.99	2.98	0.0	15.9	0.0	0.0	0.0	9676.0
326	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	29.95	64.65	39.32	41.57	64.65	29.52	29.46	13.75	29.95	3.93	1.96	2.95	0.0	15.71	0.0	0.0	0.0	9787.0
327	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	30.6	66.0	40.17	42.52	66.0	30.16	30.1	14.05	30.6	4.01	2.01	3.01	0.0	16.05	0.0	0.0	0.0	9586.0
328	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	29.17	63.01	38.29	40.5	63.01	28.75	28.69	13.39	29.17	3.83	1.91	2.87	0.0	15.3	0.0	0.0	0.0	10055.0
329	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	24.14	81.56	57.12	47.68	81.56	13.79	13.78	6.72	4.25	2.74	24.14	7.27	0.0	4.39	16.46	16.46	0.0	298873.0
330	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.48	81.65	57.2	47.74	81.65	13.81	13.8	6.73	4.26	2.75	13.76	4.68	0.0	4.39	16.48	16.48	0.0	298459.0
331	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.5	81.26	57.25	47.55	81.26	13.82	13.82	6.74	4.26	2.75	13.78	4.69	0.0	4.4	16.5	16.5	0.0	299012.0
332	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.43	81.55	57.02	47.65	81.55	13.76	13.76	6.71	4.24	2.74	13.72	4.67	0.0	4.38	16.43	16.43	0.0	299359.0
333	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.5	81.76	57.27	47.83	81.76	13.82	13.82	6.74	4.26	2.75	13.78	4.69	0.0	4.4	16.5	16.5	0.0	298052.0
334	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.38	81.2	56.85	47.5	81.2	13.72	13.72	6.69	4.23	2.73	13.67	4.65	0.0	4.37	16.38	16.38	0.0	300301.0
335	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.39	80.84	56.89	47.28	80.84	13.73	13.73	6.69	4.23	2.73	13.69	4.66	0.0	4.37	16.39	16.39	0.0	300805.0
336	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.33	80.9	56.67	47.36	80.9	13.68	13.68	6.67	4.22	2.72	13.63	4.64	0.0	4.35	16.33	16.33	0.0	301200.0
337	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.28	80.75	56.49	47.22	80.75	13.63	13.63	6.65	4.2	2.71	13.59	4.62	0.0	4.34	16.28	16.28	0.0	302202.0
338	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(double) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	16.6	81.7	57.6	47.86	81.7	13.9	13.9	6.78	4.29	2.77	13.86	4.71	0.0	4.43	16.6	16.6	0.0	297115.0
339	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.44	4.8	3.93	3.67	4.8	1.4	1.36	0.51	1.06	0.34	0.17	0.25	0.0	0.68	0.0	0.0	0.0	3768.0
340	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.66	5.5	5.13	4.18	5.5	1.61	1.56	0.59	1.22	0.39	0.2	0.29	0.0	0.78	0.0	0.0	0.0	3290.0
341	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.65	5.45	5.13	4.17	5.45	1.6	1.56	0.58	1.22	0.39	0.19	0.29	0.0	0.78	0.0	0.0	0.0	3298.0
342	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.65	5.52	4.0	4.19	5.52	1.6	1.55	0.58	1.21	0.39	0.19	0.29	0.0	0.78	0.0	0.0	0.0	3300.0
343	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.66	5.44	4.84	4.18	5.44	1.61	1.56	0.58	1.22	0.39	0.19	0.29	0.0	0.78	0.0	0.0	0.0	3293.0
344	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.47	4.88	4.77	3.73	4.88	1.43	1.38	0.52	1.08	0.35	0.17	0.26	0.0	0.69	0.0	0.0	0.0	3702.0
345	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.49	4.91	5.11	3.77	4.91	1.44	1.4	0.52	1.09	0.35	0.17	0.26	0.0	0.7	0.0	0.0	0.0	3664.0
346	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.56	5.16	5.1	3.96	5.16	1.51	1.47	0.55	1.15	0.37	0.18	0.27	0.0	0.73	0.0	0.0	0.0	3496.0
347	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.66	5.49	5.1	4.21	5.49	1.61	1.56	0.59	1.22	0.39	0.2	0.29	0.0	0.78	0.0	0.0	0.0	3281.0
348	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1.51	5.01	5.11	3.82	5.01	1.46	1.42	0.53	1.11	0.35	0.18	0.27	0.0	0.71	0.0	0.0	0.0	3613.0
349	volta_sgemm_32x128_tn	77.6	74.06	80.58	37.87	23.9	57.49	57.48	17.2	77.6	35.83	0.45	23.13	0.0	0.0	0.0	0.0	0.0	273297.0
350	void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)	0.01	0.16	29.06	0.16	0.01	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2336.0
351	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<<unnamed>::binary_cross_entropy_backward_out_kernel(at::Tensor &, const at::Tensor &, const at::Tensor &, const at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float, float, float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	2.2	3.86	2.27	2.26	3.86	2.2	2.07	1.53	1.22	0.81	0.14	0.27	0.0	0.54	0.0	0.0	0.0	4718.0
352	volta_sgemm_32x32_sliced1x4_nt	59.18	48.5	46.57	19.93	48.5	45.2	45.16	15.12	59.18	28.8	0.29	15.13	0.0	0.0	0.0	0.0	0.0	46800.0
353	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	0.01	0.2	16.48	0.2	0.2	0.01	0.01	0.0	0.01	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.0	2900.0
354	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.27	8.75	5.88	5.03	8.75	2.15	2.11	0.23	2.27	0.7	0.16	0.39	0.0	1.25	0.0	0.0	0.0	4098.0
355	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.33	9.04	6.22	5.17	9.04	2.21	2.17	0.24	2.33	0.72	0.16	0.4	0.0	1.28	0.0	0.0	0.0	3988.0
356	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.25	8.7	6.07	4.97	8.7	2.13	2.09	0.23	2.25	0.7	0.15	0.39	0.0	1.24	0.0	0.0	0.0	4146.0
357	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.39	9.31	6.25	5.32	9.31	2.27	2.23	0.25	2.39	0.74	0.16	0.41	0.0	1.32	0.0	0.0	0.0	3884.0
358	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.28	8.9	5.93	5.08	8.9	2.16	2.12	0.24	2.28	0.71	0.16	0.39	0.0	1.26	0.0	0.0	0.0	4072.0
359	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.3	8.94	5.87	5.12	8.94	2.18	2.14	0.24	2.3	0.71	0.16	0.4	0.0	1.27	0.0	0.0	0.0	4035.0
360	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.48	9.53	5.86	5.51	9.53	2.35	2.31	0.26	2.48	0.77	0.17	0.43	0.0	1.37	0.0	0.0	0.0	3748.0
361	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.48	9.64	6.16	5.51	9.64	2.35	2.3	0.26	2.48	0.77	0.17	0.43	0.0	1.37	0.0	0.0	0.0	3753.0
362	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::DivFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2.47	9.53	5.82	5.49	9.53	2.34	2.3	0.26	2.47	0.77	0.17	0.43	0.0	1.36	0.0	0.0	0.0	3762.0
